Iteration:	Current:	Voltage:
257	0.14786097407	4.2000136375
258	0.14759394526	4.2000079155
259	0.14739345014	4.2000126839
260	0.14714814723	4.2000050545
261	0.14692081511	4.2000126839
262	0.1466716677	4.2000079155
263	0.14636141062	4.2000050545
264	0.14616298676	4.2000021935
265	0.14594916999	4.2000098228
266	0.14565086365	4.2000112534
267	0.1454731524	4.2000126839
268	0.14522662759	4.2000069618
269	0.1450496316	4.2000069618
270	0.14475464821	4.2000102997
271	0.14451672137	4.2000150681
272	0.14437939227	4.200009346
273	0.14405824244	4.2000126839
274	0.14380939305	4.2000136375
275	0.14348345995	4.2000079155
276	0.14339742064	4.2000193596
277	0.14313717186	4.2000150681
278	0.14293910563	4.200009346
279	0.14264792204	4.2000102997
280	0.14246979356	4.2000131607
281	0.14218594134	4.2000117302
282	0.14203944802	4.200012207
283	0.14170330763	4.2000188828
284	0.14142024517	4.2000145912
285	0.14124955237	4.2000098228
286	0.14101880789	4.2000145912
287	0.14079645276	4.200009346
288	0.14068648219	4.2000112534
289	0.14044012129	4.2000126839
290	0.14013807476	4.2000188828
291	0.13992898166	4.2000150681
292	0.13964310288	4.200009346
293	0.13945516944	4.200006485
294	0.13917191327	4.2000021935
295	0.13902951777	4.2000145912
296	0.13882225752	4.200003624
297	0.13853257895	4.2000155449
298	0.13839861751	4.2000117302
299	0.13807114959	4.2000088692
300	0.13785253465	4.200012207
301	0.13767948747	4.2000088692
302	0.13744454086	4.2000117302
303	0.13724975288	4.2000160217
304	0.13698087633	4.2000112534
305	0.13684922457	4.2000131607
306	0.13664211333	4.2000107765
307	0.13632422686	4.2000050545
308	0.13615426421	4.2000074387
309	0.13592599332	4.2000107765
310	0.13576617837	4.2000164986
311	0.13553266227	4.2000150681
312	0.1352866441	4.200009346
313	0.13514606655	4.2000141144
314	0.1349080503	4.2000188828
315	0.13466343284	4.200006485
316	0.13451842964	4.2000126839
317	0.13424213231	4.2000055313
318	0.13408446312	4.2000141144
319	0.13378025591	4.2000079155
320	0.13360826671	4.200012207
321	0.13346831501	4.2000107765
322	0.13319002092	4.2000107765
323	0.13304099441	4.200009346
324	0.13275270164	4.2000141144
325	0.13260953128	4.2000074387
326	0.13240604103	4.2000145912
327	0.13224667311	4.2000160217
328	0.13201290369	4.2000136375
329	0.13171245158	4.2000098228
330	0.13157752156	4.2000060081
331	0.1313881129	4.2000131607
332	0.13122861087	4.2000136375
333	0.13102902472	4.200012207
334	0.13086426258	4.2000098228
335	0.1305744946	4.2000150681
336	0.13042627275	4.2000203133
337	0.13017256558	4.2000098228
338	0.13005378842	4.2000174522
339	0.12988063693	4.2000098228
340	0.12973408401	4.2000179291
341	0.12949369848	4.2000236511
342	0.1292669028	4.2000141144
343	0.12893347442	4.2000145912
344	0.128783077	4.2000107765
345	0.12868334353	4.2000141144
346	0.12851825356	4.2000131607
347	0.12817338109	4.2000098228
348	0.12805506587	4.2000174522
349	0.12791325152	4.2000117302
350	0.12761983275	4.2000117302
351	0.12734720111	4.2000102997
352	0.12725314498	4.2000060081
353	0.12707480788	4.2000141144
354	0.12688371539	4.2000169754
355	0.12667751312	4.2000083923
356	0.126421839	4.2000131607
357	0.12630496919	4.200012207
358	0.12607397139	4.2000098228
359	0.12589634955	4.2000126839
360	0.12577299774	4.200012207
361	0.12545436621	4.2000098228
362	0.12528026104	4.2000041008
363	0.12520842254	4.2000098228
364	0.12496131659	4.2000112534
365	0.12483169138	4.200009346
366	0.12463785708	4.2000098228
367	0.12451494485	4.2000184059
368	0.12424477935	4.2000169754
369	0.12405646592	4.2000112534
370	0.1238829419	4.2000160217
371	0.12374214828	4.2000136375
372	0.12355620414	4.2000150681
373	0.12336833775	4.2000169754
374	0.12319024652	4.2000131607
375	0.12300023437	4.2000136375
376	0.12280927598	4.2000145912
377	0.12254651636	4.2000136375
378	0.12233759463	4.2000141144
379	0.12228152901	4.2000155449
380	0.12210076302	4.2000169754
381	0.12200987339	4.2000112534
382	0.12180159986	4.2000184059
383	0.12153737247	4.2000184059
384	0.12138239294	4.2000179291
385	0.12119266391	4.2000169754
386	0.12096079439	4.2000193596
387	0.12088043243	4.2000117302
388	0.12071865052	4.2000155449
389	0.12050507963	4.2000126839
390	0.1204027608	4.2000169754
391	0.1201236546	4.2000169754
392	0.12003234029	4.2000212669
393	0.11979641765	4.2000117302
394	0.11953011155	4.2000050545
395	0.11943199486	4.2000088692
396	0.11928703636	4.2000169754
397	0.11898372322	4.200009346
398	0.11891490966	4.2000169754
399	0.11868627369	4.2000150681
400	0.11854498088	4.2000083923
401	0.11848001182	4.2000164986
402	0.11820120364	4.2000126839
403	0.11798763275	4.2000098228
404	0.11778805405	4.2000079155
405	0.11763045192	4.200012207
406	0.11747003347	4.2000079155
407	0.11728805304	4.2000060081
408	0.1170964241	4.2000055313
409	0.11695758253	4.2000026703
410	0.11690248549	4.2000131607
411	0.11668252945	4.200009346
412	0.11650068313	4.2000126839
413	0.11633744091	4.200012207
414	0.11613610387	4.2000117302
415	0.1160415411	4.2000145912
416	0.11584728956	4.2000126839
417	0.11569711566	4.2000117302
418	0.11548396945	4.2000088692
419	0.11534375697	4.2000098228
420	0.1151971221	4.2000145912
421	0.11498503387	4.2000145912
422	0.11480824649	4.2000098228
423	0.1146017164	4.2000126839
424	0.11445944756	4.2000102997
425	0.1143027544	4.2000060081
426	0.11416322738	4.2000060081
427	0.11410581321	4.2000117302
428	0.11380239576	4.2000107765
429	0.11370439082	4.2000136375
430	0.11357019842	4.2000131607
431	0.11336538196	4.2000102997
432	0.1132870242	4.2000098228
433	0.11312432587	4.2000136375
434	0.11295872927	4.200006485
435	0.11277415603	4.2000107765
436	0.11260534078	4.2000112534
437	0.11244729906	4.2000145912
438	0.11228445917	4.2000136375
439	0.1120230183	4.2000079155
440	0.1119069308	4.200003624
441	0.11169163883	4.2000012398
442	0.1116386652	4.2000145912
443	0.11134764552	4.2000088692
444	0.11130505055	4.2000098228
445	0.1111214757	4.200006485
446	0.11103950441	4.2000098228
447	0.11086610705	4.2000136375
448	0.11075139791	4.200012207
449	0.11057780683	4.200012207
450	0.11044348031	4.2000164986
451	0.11007525027	4.1999964714
452	0.11010087281	4.2000107765
